Ampara_2010_01	25.21,238
Ratnapura_2012_02	24.8,121
Ratnapura_2012_03	25.06,192
Ratnapura_2012_04	25.12,328
Ratnapura_2012_05	25.29,298
Ratnapura_2012_06	24.7,489
Ratnapura_2012_07	24.64,437
Ratnapura_2012_08	24.41,530
Ratnapura_2012_09	24.54,430
Ratnapura_2012_10	24.52,385
Ratnapura_2012_11	24.63,305
Ratnapura_2012_12	24.39,229
Ratnapura_2013_01	24.56,140
Ratnapura_2013_02	25.02,166
Ratnapura_2013_03	25.42,203
Ratnapura_2013_04	25.93,225
Ratnapura_2013_05	25.29,487
Ratnapura_2013_06	24.2,562
Ratnapura_2013_07	24.26,467
Ratnapura_2013_08	24.36,386
Ratnapura_2013_09	24.13,496
Ratnapura_2013_10	24.33,463
Ratnapura_2013_11	24.52,239
Ratnapura_2013_12	24.31,203
Ratnapura_2014_01	24.79,133
Ratnapura_2014_02	25.79,51
Ratnapura_2014_03	26.46,49
Ratnapura_2014_04	25.51,256
Ratnapura_2014_05	25.48,373
Ratnapura_2014_06	25.14,447
Ratnapura_2014_07	24.73,505
Ratnapura_2014_08	24.32,455
Ratnapura_2014_09	24.44,475
Ratnapura_2014_10	24.46,425
Ratnapura_2014_11	24.22,336
Ratnapura_2014_12	24.06,335
Ratnapura_2015_01	24.85,117
Ratnapura_2015_02	24.88,135
Ratnapura_2015_03	25.58,145
Ratnapura_2015_04	25.53,262
Ratnapura_2015_05	25.51,456
Ratnapura_2015_06	25.19,412
Ratnapura_2015_07	24.8,426
Ratnapura_2015_08	24.83,453
Ratnapura_2015_09	24.71,493
Ratnapura_2015_10	24.83,446
Ratnapura_2015_11	24.65,391
Ratnapura_2015_12	24.9,241
Ratnapura_2016_01	25.45,102
Ratnapura_2016_02	25.84,82
Ratnapura_2016_03	26.85,82
Ratnapura_2016_04	26.95,215
Ratnapura_2016_05	25.51,513
Ratnapura_2016_06	25.03,480
Ratnapura_2016_07	24.75,380
Ratnapura_2016_08	24.6,454
Ratnapura_2016_09	24.32,447
Ratnapura_2016_10	24.53,352
Ratnapura_2016_11	24.54,325
Ratnapura_2016_12	24.52,141
Ratnapura_2017_01	25.33,124
Ratnapura_2017_02	25.72,108
Ratnapura_2017_03	26.34,214
Ratnapura_2017_04	26.87,393
Ratnapura_2017_05	26.27,504
Ratnapura_2017_06	25.79,643
Ratnapura_2017_07	25.94,650
Ratnapura_2017_08	25.51,657
Ratnapura_2017_09	25.42,585
Ratnapura_2017_10	25.46,547
Ratnapura_2017_11	25.07,360
Ratnapura_2017_12	25.28,193
Ratnapura_2018_01	25.33,86
Ratnapura_2018_02	26.01,162
Ratnapura_2018_03	26.22,192
Ratnapura_2018_04	26.41,242
Ratnapura_2018_05	25.85,515
Ratnapura_2018_06	25.5,696
Ratnapura_2018_07	25.53,660
Ratnapura_2018_08	25.28,635
Ratnapura_2018_09	25.67,431
Ratnapura_2018_10	25.23,471
Ratnapura_2018_11	25.25,374
Ratnapura_2018_12	25.37,204
Ratnapura_2019_01	25.46,118
Ratnapura_2019_02	26.06,231
Ratnapura_2019_03	26.7,189
Ratnapura_2019_04	27.11,296
Ratnapura_2019_05	26.78,578
Ratnapura_2019_06	26.47,664
Ratnapura_2019_07	26.1,599
Ratnapura_2019_08	25.46,702
Ratnapura_2019_09	25.47,597
Ratnapura_2019_10	25.16,411
Ratnapura_2019_11	25.5,355
Ratnapura_2019_12	25.34,305
Ratnapura_2020_01	26.04,164
Ratnapura_2020_02	26.82,156
Ratnapura_2020_03	27.47,178
Ratnapura_2020_04	26.99,290
Ratnapura_2020_05	26.69,579
Ratnapura_2020_06	26.37,550
Ratnapura_2020_07	25.92,551
Ratnapura_2020_08	25.94,482
Ratnapura_2020_09	25.28,632
Ratnapura_2020_10	25.65,523
Ratnapura_2020_11	25.76,340
Ratnapura_2020_12	25.28,331
Ratnapura_2021_01	25.07,317
Ratnapura_2021_02	25.84,137
Ratnapura_2021_03	25.85,241
Ratnapura_2021_04	26.35,342
Ratnapura_2021_05	26.35,542
Ratnapura_2021_06	25.82,621
Ratnapura_2021_07	25.83,660
Ratnapura_2021_08	25.46,639
Ratnapura_2021_09	25.67,642
Ratnapura_2021_10	25.35,539
Ratnapura_2021_11	24.75,482
Ratnapura_2021_12	25.15,224
Ratnapura_2022_01	25.29,162
Ratnapura_2022_02	25.84,113
Ratnapura_2022_03	26.23,224
Ratnapura_2022_04	25.74,334
Ratnapura_2022_05	25.61,631
Ratnapura_2022_06	25.47,605
Ratnapura_2022_07	25.65,486
Ratnapura_2022_08	25.18,575
Ratnapura_2022_09	25.24,512
Ratnapura_2022_10	24.78,512
Ratnapura_2022_11	24.9,256
Ratnapura_2022_12	24.8,253
Ratnapura_2023_01	24.63,177
Ratnapura_2023_02	25.19,163
Ratnapura_2023_03	25.86,178
Ratnapura_2023_04	26.55,193
Ratnapura_2023_05	26.29,467
Ratnapura_2023_06	25.94,573
Ratnapura_2023_07	25.7,539
Ratnapura_2023_08	26.16,479
Ratnapura_2023_09	25.09,567
Ratnapura_2023_10	25.21,479
Ratnapura_2023_11	25.15,381
Ratnapura_2023_12	25.29,356
Ratnapura_2024_01	25.49,196
Ratnapura_2024_02	26.64,112
Ratnapura_2024_03	27.57,144
Ratnapura_2024_04	27.49,210
Ratnapura_2024_05	26.66,519
Ratnapura_2024_06	26.29,140
Trincomalee_2010_01	25.8,171
Trincomalee_2010_02	26.53,37
Trincomalee_2010_03	28.17,48
Trincomalee_2010_04	29.19,79
Trincomalee_2010_05	29.27,74
Trincomalee_2010_06	29.64,32
Trincomalee_2010_07	28.96,40
Trincomalee_2010_08	28.31,94
Trincomalee_2010_09	27.84,129
Trincomalee_2010_10	27.71,119
Trincomalee_2010_11	26.1,351
Trincomalee_2010_12	25.02,455
Trincomalee_2011_01	24.61,508
Trincomalee_2011_02	25.45,251
Trincomalee_2011_03	26.71,196
Trincomalee_2011_04	27.57,172
Trincomalee_2011_05	29.26,32
Trincomalee_2011_06	29.71,21
Trincomalee_2011_07	28.92,37
Trincomalee_2011_08	28.77,49
Trincomalee_2011_09	29.15,46
Trincomalee_2011_10	27.06,330
Trincomalee_2011_11	26.07,363
Trincomalee_2011_12	25.73,294
Trincomalee_2012_01	25.3,147
Trincomalee_2012_02	26.07,163
Trincomalee_2012_03	27.57,55
Trincomalee_2012_04	28.15,126
Trincomalee_2012_05	30.12,10
Trincomalee_2012_06	29.76,12
Trincomalee_2012_07	29.3,33
Trincomalee_2012_08	29.45,27
Trincomalee_2012_09	29.17,59
Trincomalee_2012_10	26.87,347
Trincomalee_2012_11	26.23,299
Trincomalee_2012_12	25.7,411
Trincomalee_2013_01	25.58,227
Trincomalee_2013_02	26.09,180
Trincomalee_2013_03	27.11,184
Trincomalee_2013_04	28.99,101
Trincomalee_2013_05	29.56,51
Trincomalee_2013_06	28.85,33
Trincomalee_2013_07	28.61,23
Trincomalee_2013_08	28.38,60
Trincomalee_2013_09	28.27,50
Trincomalee_2013_10	28.4,104
Trincomalee_2013_11	26.1,353
Trincomalee_2013_12	25.39,284
Trincomalee_2014_01	24.94,370
Trincomalee_2014_02	25.9,120
Trincomalee_2014_03	27.35,89
Trincomalee_2014_04	28.78,76
Trincomalee_2014_05	28.88,118
Trincomalee_2014_06	30.15,13
Trincomalee_2014_07	29.7,14
Trincomalee_2014_08	28.43,77
Trincomalee_2014_09	28.54,85
Trincomalee_2014_10	27.05,268
Trincomalee_2014_11	25.88,391
Trincomalee_2014_12	25.19,551
Trincomalee_2015_01	25.58,173
Trincomalee_2015_02	25.56,295
Trincomalee_2015_03	26.96,162
Trincomalee_2015_04	28.07,119
Trincomalee_2015_05	28.63,106
Trincomalee_2015_06	29.38,38
Trincomalee_2015_07	29.54,41
Trincomalee_2015_08	29.25,34
Trincomalee_2015_09	28.33,110
Trincomalee_2015_10	27.03,326
Trincomalee_2015_11	26.15,404
Trincomalee_2015_12	26.13,434
Trincomalee_2016_01	26.21,191
Trincomalee_2016_02	26.91,159
Trincomalee_2016_03	28.0,97
Trincomalee_2016_04	29.91,42
Trincomalee_2016_05	28.87,178
Trincomalee_2016_06	29.31,15
Trincomalee_2016_07	29.14,41
Trincomalee_2016_08	29.14,34
Trincomalee_2016_09	29.34,24
Trincomalee_2016_10	28.71,102
Trincomalee_2016_11	26.23,352
Trincomalee_2016_12	25.79,227
Trincomalee_2017_01	25.3,277
Trincomalee_2017_02	25.73,137
Trincomalee_2017_03	26.95,175
Trincomalee_2017_04	29.57,37
Trincomalee_2017_05	29.81,76
Trincomalee_2017_06	30.16,48
Trincomalee_2017_07	29.99,62
Trincomalee_2017_08	29.02,88
Trincomalee_2017_09	28.39,119
Trincomalee_2017_10	27.91,190
Trincomalee_2017_11	26.18,440
Trincomalee_2017_12	25.9,285
Trincomalee_2018_01	25.34,161
Trincomalee_2018_02	25.85,215
Trincomalee_2018_03	27.18,152
Trincomalee_2018_04	28.14,143
Trincomalee_2018_05	28.01,158
Trincomalee_2018_06	29.39,39
Trincomalee_2018_07	29.65,51
Trincomalee_2018_08	29.11,70
Trincomalee_2018_09	28.59,127
Trincomalee_2018_10	26.48,422
Trincomalee_2018_11	26.13,451
Trincomalee_2018_12	25.9,356
Trincomalee_2019_01	25.75,151
Trincomalee_2019_02	26.6,257
Trincomalee_2019_03	27.97,54
Trincomalee_2019_04	29.15,69
Trincomalee_2019_05	30.65,52
Trincomalee_2019_06	30.81,44
Trincomalee_2019_07	29.91,80
Trincomalee_2019_08	29.03,87
Trincomalee_2019_09	28.23,163
Trincomalee_2019_10	26.45,383
Trincomalee_2019_11	26.73,404
Trincomalee_2019_12	26.15,508
Trincomalee_2020_01	26.47,255
Trincomalee_2020_02	26.92,150
Trincomalee_2020_03	27.73,77
Trincomalee_2020_04	29.2,132
Trincomalee_2020_05	29.45,152
Trincomalee_2020_06	29.74,84
Trincomalee_2020_07	28.8,114
Trincomalee_2020_08	29.26,60
Trincomalee_2020_09	28.2,121
Trincomalee_2020_10	28.68,127
Trincomalee_2020_11	26.63,455
Trincomalee_2020_12	25.6,518
Trincomalee_2021_01	25.66,435
Trincomalee_2021_02	25.88,205
Trincomalee_2021_03	27.51,158
Trincomalee_2021_04	28.38,159
Trincomalee_2021_05	28.68,161
Trincomalee_2021_06	29.25,80
Trincomalee_2021_07	29.16,75
Trincomalee_2021_08	28.86,119
Trincomalee_2021_09	28.65,118
Trincomalee_2021_10	27.22,237
Trincomalee_2021_11	25.96,398
Trincomalee_2021_12	26.33,269
Trincomalee_2022_01	25.69,285
Trincomalee_2022_02	26.14,165
Trincomalee_2022_03	27.22,126
Trincomalee_2022_04	27.29,184
Trincomalee_2022_05	29.19,63
Trincomalee_2022_06	29.0,75
Trincomalee_2022_07	28.65,90
Trincomalee_2022_08	28.18,97
Trincomalee_2022_09	28.43,85
Trincomalee_2022_10	26.67,243
Trincomalee_2022_11	25.86,322
Trincomalee_2022_12	25.48,405
Trincomalee_2023_01	25.45,243
Trincomalee_2023_02	25.85,224
Trincomalee_2023_03	27.06,190
Trincomalee_2023_04	28.42,123
Trincomalee_2023_05	28.77,110
Trincomalee_2023_06	30.38,42
Trincomalee_2023_07	29.87,50
Trincomalee_2023_08	29.5,87
Trincomalee_2023_09	28.3,114
Trincomalee_2023_10	26.72,283
Trincomalee_2023_11	26.05,473
Trincomalee_2023_12	26.24,507
Trincomalee_2024_01	26.48,315
Trincomalee_2024_02	27.44,131
Trincomalee_2024_03	27.75,101
Trincomalee_2024_04	29.13,97
Trincomalee_2024_05	29.1,161
Trincomalee_2024_06	28.89,53
Vavuniya_2010_01	24.59,93
Vavuniya_2010_02	25.97,13
Vavuniya_2010_03	28.19,48
Vavuniya_2010_04	28.85,101
Vavuniya_2010_05	28.36,116
Vavuniya_2010_06	28.75,83
Vavuniya_2010_07	28.1,82
Vavuniya_2010_08	27.76,107
Vavuniya_2010_09	27.18,154
Vavuniya_2010_10	26.69,151
Vavuniya_2010_11	25.05,318
Vavuniya_2010_12	23.96,376
Vavuniya_2011_01	23.57,288
Vavuniya_2011_02	24.45,172
Vavuniya_2011_03	26.79,74
Vavuniya_2011_04	27.04,197
Vavuniya_2011_05	28.34,57
Vavuniya_2011_06	28.91,47
Vavuniya_2011_07	28.13,66
Vavuniya_2011_08	27.92,74
Vavuniya_2011_09	28.48,54
Vavuniya_2011_10	26.71,251
Vavuniya_2011_11	24.96,257
Vavuniya_2011_12	24.49,199
Vavuniya_2012_01	24.09,58
Vavuniya_2012_02	25.32,86
Vavuniya_2012_03	27.58,57
Vavuniya_2012_04	27.52,135
Vavuniya_2012_05	29.28,27
Vavuniya_2012_06	29.01,32
Vavuniya_2012_07	28.66,55
Vavuniya_2012_08	28.57,52
Vavuniya_2012_09	28.66,67
Vavuniya_2012_10	26.23,314
Vavuniya_2012_11	25.28,167
Vavuniya_2012_12	24.63,237
Vavuniya_2013_01	24.32,103
Vavuniya_2013_02	25.03,114
Vavuniya_2013_03	26.53,91
Vavuniya_2013_04	28.73,91
Vavuniya_2013_05	28.73,71
Vavuniya_2013_06	28.07,98
Vavuniya_2013_07	27.94,63
Vavuniya_2013_08	27.62,106
Vavuniya_2013_09	27.42,98
Vavuniya_2013_10	27.7,106
Vavuniya_2013_11	25.61,168
Vavuniya_2013_12	24.46,146
Vavuniya_2014_01	23.9,228
Vavuniya_2014_02	25.31,41
Vavuniya_2014_03	27.48,29
Vavuniya_2014_04	28.63,90
Vavuniya_2014_05	28.04,122
Vavuniya_2014_06	29.48,49
Vavuniya_2014_07	29.09,42
Vavuniya_2014_08	27.9,105
Vavuniya_2014_09	28.09,121
Vavuniya_2014_10	26.18,290
Vavuniya_2014_11	24.83,302
Vavuniya_2014_12	24.19,394
Vavuniya_2015_01	24.57,57
Vavuniya_2015_02	24.66,125
Vavuniya_2015_03	26.49,89
Vavuniya_2015_04	27.44,143
Vavuniya_2015_05	27.46,136
Vavuniya_2015_06	28.31,72
Vavuniya_2015_07	28.63,68
Vavuniya_2015_08	28.37,64
Vavuniya_2015_09	27.53,120
Vavuniya_2015_10	26.27,267
Vavuniya_2015_11	25.22,337
Vavuniya_2015_12	25.05,277
Vavuniya_2016_01	24.92,82
Vavuniya_2016_02	26.11,87
Vavuniya_2016_03	28.35,40
Vavuniya_2016_04	29.88,49
Vavuniya_2016_05	28.11,165
Vavuniya_2016_06	28.38,49
Vavuniya_2016_07	28.49,62
Vavuniya_2016_08	28.66,45
Vavuniya_2016_09	28.6,36
Vavuniya_2016_10	27.98,85
Vavuniya_2016_11	25.31,203
Vavuniya_2016_12	24.77,132
Vavuniya_2017_01	24.16,167
Vavuniya_2017_02	24.65,50
Vavuniya_2017_03	26.38,153
Vavuniya_2017_04	29.59,46
Vavuniya_2017_05	29.05,91
Vavuniya_2017_06	28.92,84
Vavuniya_2017_07	29.27,75
Vavuniya_2017_08	27.92,115
Vavuniya_2017_09	27.18,137
Vavuniya_2017_10	26.87,207
Vavuniya_2017_11	25.23,317
Vavuniya_2017_12	24.73,177
Vavuniya_2018_01	24.15,81
Vavuniya_2018_02	25.16,90
Vavuniya_2018_03	27.02,89
Vavuniya_2018_04	28.28,91
Vavuniya_2018_05	27.25,157
Vavuniya_2018_06	28.19,107
Vavuniya_2018_07	28.81,58
Vavuniya_2018_08	28.17,80
Vavuniya_2018_09	27.96,160
Vavuniya_2018_10	25.54,418
Vavuniya_2018_11	24.95,374
Vavuniya_2018_12	24.84,190
Vavuniya_2019_01	24.32,77
Vavuniya_2019_02	25.91,138
Vavuniya_2019_03	28.06,32
Vavuniya_2019_04	28.86,104
Vavuniya_2019_05	29.64,46
Vavuniya_2019_06	29.77,44
Vavuniya_2019_07	29.18,57
Vavuniya_2019_08	28.05,149
Vavuniya_2019_09	27.68,173
Vavuniya_2019_10	25.68,348
Vavuniya_2019_11	25.86,295
Vavuniya_2019_12	24.96,365
Vavuniya_2020_01	25.12,120
Vavuniya_2020_02	25.76,59
Vavuniya_2020_03	27.24,28
Vavuniya_2020_04	28.55,112
Vavuniya_2020_05	28.46,138
Vavuniya_2020_06	28.76,113
Vavuniya_2020_07	27.85,130
Vavuniya_2020_08	28.41,81
Vavuniya_2020_09	27.43,153
Vavuniya_2020_10	28.11,118
Vavuniya_2020_11	25.85,349
Vavuniya_2020_12	24.48,404
Vavuniya_2021_01	24.52,303
Vavuniya_2021_02	24.68,101
Vavuniya_2021_03	26.53,101
Vavuniya_2021_04	27.61,157
Vavuniya_2021_05	27.36,191
Vavuniya_2021_06	28.22,90
Vavuniya_2021_07	28.27,89
Vavuniya_2021_08	28.24,94
Vavuniya_2021_09	28.11,118
Vavuniya_2021_10	26.29,283
Vavuniya_2021_11	24.98,389
Vavuniya_2021_12	24.98,166
Vavuniya_2022_01	24.79,144
Vavuniya_2022_02	24.83,101
Vavuniya_2022_03	26.64,78
Vavuniya_2022_04	26.62,188
Vavuniya_2022_05	28.05,138
Vavuniya_2022_06	27.97,77
Vavuniya_2022_07	27.83,84
Vavuniya_2022_08	27.37,129
Vavuniya_2022_09	27.45,88
Vavuniya_2022_10	25.9,250
Vavuniya_2022_11	24.91,230
Vavuniya_2022_12	24.6,253
Vavuniya_2023_01	23.86,139
Vavuniya_2023_02	24.65,121
Vavuniya_2023_03	26.55,115
Vavuniya_2023_04	27.87,97
Vavuniya_2023_05	27.9,122
Vavuniya_2023_06	29.15,59
Vavuniya_2023_07	29.09,59
Vavuniya_2023_08	29.32,60
Vavuniya_2023_09	27.92,125
Vavuniya_2023_10	26.32,260
Vavuniya_2023_11	25.22,370
Vavuniya_2023_12	25.21,381
Vavuniya_2024_01	25.17,171
Vavuniya_2024_02	26.64,59
Vavuniya_2024_03	27.85,45
Vavuniya_2024_04	29.77,77
Vavuniya_2024_05	28.38,270
Vavuniya_2024_06	27.66,48
Welimada_2010_01	20.05,157
Welimada_2010_02	20.83,59
Welimada_2010_03	22.16,126
Welimada_2010_04	22.35,275
Welimada_2010_05	22.91,355
Welimada_2010_06	22.61,386
Welimada_2010_07	22.25,336
Welimada_2010_08	22.69,384
Welimada_2010_09	22.27,329
Welimada_2010_10	21.65,326
Welimada_2010_11	20.48,398
Welimada_2010_12	19.82,439
Welimada_2011_01	19.29,379
Welimada_2011_02	20.05,230
Welimada_2011_03	20.87,165
Welimada_2011_04	21.36,250
Welimada_2011_05	22.62,245
Welimada_2011_06	23.74,239
Welimada_2011_07	23.6,300
Welimada_2011_08	22.75,289
Welimada_2011_09	22.89,270
Welimada_2011_10	21.52,345
Welimada_2011_11	20.36,279
Welimada_2011_12	20.03,318
Welimada_2012_01	19.62,130
Welimada_2012_02	20.1,154
Welimada_2012_03	21.57,92
Welimada_2012_04	21.4,262
Welimada_2012_05	23.29,178
Welimada_2012_06	23.82,260
Welimada_2012_07	23.2,262
Welimada_2012_08	23.23,284
Welimada_2012_09	22.45,267
Welimada_2012_10	21.44,400
Welimada_2012_11	20.82,289
Welimada_2012_12	19.97,324
Welimada_2013_01	19.67,183
Welimada_2013_02	20.21,187
Welimada_2013_03	21.08,189
Welimada_2013_04	22.2,191
Welimada_2013_05	22.85,288
Welimada_2013_06	22.23,494
Welimada_2013_07	22.4,353
Welimada_2013_08	22.93,284
Welimada_2013_09	22.41,321
Welimada_2013_10	22.37,289
Welimada_2013_11	20.59,252
Welimada_2013_12	19.86,293
Welimada_2014_01	19.61,197
Welimada_2014_02	20.01,51
Welimada_2014_03	20.97,99
Welimada_2014_04	22.13,170
Welimada_2014_05	22.59,241
Welimada_2014_06	23.88,310
Welimada_2014_07	24.2,326
Welimada_2014_08	22.85,311
Welimada_2014_09	23.02,334
Welimada_2014_10	21.18,357
Welimada_2014_11	20.44,341
Welimada_2014_12	20.17,417
Welimada_2015_01	20.06,89
Welimada_2015_02	19.73,163
Welimada_2015_03	20.85,131
Welimada_2015_04	21.46,278
Welimada_2015_05	22.37,271
Welimada_2015_06	22.64,259
Welimada_2015_07	23.46,305
Welimada_2015_08	23.12,284
Welimada_2015_09	22.31,347
Welimada_2015_10	21.25,399
Welimada_2015_11	20.85,380
Welimada_2015_12	20.49,303
Welimada_2016_01	20.51,109
Welimada_2016_02	21.02,106
Welimada_2016_03	22.67,61
Welimada_2016_04	23.07,161
Welimada_2016_05	22.78,420
Welimada_2016_06	23.04,366
Welimada_2016_07	23.28,292
Welimada_2016_08	23.34,274
Welimada_2016_09	23.81,236
Welimada_2016_10	22.71,255
Welimada_2016_11	20.74,277
Welimada_2016_12	20.4,128
Welimada_2017_01	18.09,221
Welimada_2017_02	18.59,190
Welimada_2017_03	19.97,178
Welimada_2017_04	21.94,75
Welimada_2017_05	22.8,145
Welimada_2017_06	22.77,108
Welimada_2017_07	23.19,108
Welimada_2017_08	22.43,98
Welimada_2017_09	21.32,126
Welimada_2017_10	21.59,183
Welimada_2017_11	19.56,334
Welimada_2017_12	19.02,271
Welimada_2018_01	18.04,185
Welimada_2018_02	18.89,199
Welimada_2018_03	19.94,211
Welimada_2018_04	20.51,182
Welimada_2018_05	21.15,201
Welimada_2018_06	21.85,107
Welimada_2018_07	21.61,142
Welimada_2018_08	21.39,183
Welimada_2018_09	21.35,179
Welimada_2018_10	20.11,355
Welimada_2018_11	19.59,373
Welimada_2018_12	18.87,270
Welimada_2019_01	18.31,319
Welimada_2019_02	19.49,314
Welimada_2019_03	19.97,136
Welimada_2019_04	21.36,179
Welimada_2019_05	22.49,136
Welimada_2019_06	23.06,58
Welimada_2019_07	22.68,103
Welimada_2019_08	21.89,162
Welimada_2019_09	21.22,224
Welimada_2019_10	19.96,381
Welimada_2019_11	19.77,346
Welimada_2019_12	19.31,415
Welimada_2020_01	18.9,281
Welimada_2020_02	19.16,285
Welimada_2020_03	20.79,96
Welimada_2020_04	21.27,195
Welimada_2020_05	22.26,189
Welimada_2020_06	22.37,100
Welimada_2020_07	21.83,121
Welimada_2020_08	22.07,121
Welimada_2020_09	21.06,173
Welimada_2020_10	21.54,145
Welimada_2020_11	20.08,358
Welimada_2020_12	19.32,377
Welimada_2021_01	18.95,381
Welimada_2021_02	18.95,262
Welimada_2021_03	19.52,212
Welimada_2021_04	20.7,179
Welimada_2021_05	21.46,242
Welimada_2021_06	21.23,103
Welimada_2021_07	21.64,178
Welimada_2021_08	21.49,184
Welimada_2021_09	21.42,152
Welimada_2021_10	20.69,216
Welimada_2021_11	20.07,314
Welimada_2021_12	18.99,298
Welimada_2022_01	18.61,336
Welimada_2022_02	18.9,186
Welimada_2022_03	20.03,207
Welimada_2022_04	20.39,243
Welimada_2022_05	22.14,152
Welimada_2022_06	21.62,113
Welimada_2022_07	21.66,169
Welimada_2022_08	21.26,222
Welimada_2022_09	21.04,144
Welimada_2022_10	20.46,265
Welimada_2022_11	19.19,278
Welimada_2022_12	18.7,271
Welimada_2023_01	17.87,338
Welimada_2023_02	18.75,301
Welimada_2023_03	19.64,254
Welimada_2023_04	20.58,162
Welimada_2023_05	21.79,191
Welimada_2023_06	22.8,123
Welimada_2023_07	22.73,138
Welimada_2023_08	22.92,136
Welimada_2023_09	21.56,213
Welimada_2023_10	20.6,372
Welimada_2023_11	20.26,363
Welimada_2023_12	20.02,459
Welimada_2024_01	19.25,359
Welimada_2024_02	19.82,255
Welimada_2024_03	20.77,98
Welimada_2024_04	21.95,158
Welimada_2024_05	23.01,282
Welimada_2024_06	22.73,50
